sort,Superfam_#,subfam_#,Superfamily,Family,Subfamily,Current_valid_binomen,Author_yr,BCI_BIN,Source_Basset,Source_BOLD,Source_iNat,Source_CanalZone,Source_Literature,Timeframe_Jan2023,Timeframe_Nov2023,Timeframe_Historic
2562,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Eois guapa,"(Schaus, 1912)",BOLD:AAJ0830,,1,,,,,,
2563,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Eois helidaria,"(Guenée, 1857)",n.a.,,,,Dyar (1914),,,,1
2564,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Eois hulaquina,"(Dyar, 1914)",n.a.,,,,Dyar (1914),,,,1
2565,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Eois hyperythraria,"(Guenée, [1858])",n.a.,,,,Dyar (1914),,,,1
2566,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Eois russearia,"Hübner, 1818",BOLD:AEN6572,,1,,Dyar (1914),,,,1
2572,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Eois tegularia,"(Guenée, [1858])",n.a.,,,,Dyar (1914),,,,1
2573,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Eois undulosata,"(Warren, 1901)",BOLD:AAJ0826,,1,,,,1,,
2574,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Dyspteris breviataria,"Huebner, 1818",n.a.,,,,Dyar (1914),,,,1
2578,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Dyspteris tenuivitta,"Dognin, 1908",BOLD:AAI7129,,1,,,,1,,
2579,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Dyspteris trifilaria,"Walker, 1866",n.a.,,,,Dyar (1914),,,,1
2580,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Eubaphe unicolor,,,,,1,,,,1,
2581,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Eubaphe conformis,"(Walker, 1854)",BOLD:ACE9304,,1,,,,,,
2582,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Eubaphe integra,"(Walker, 1866)",n.a.,,,,Dyar (1914),,,,1
2583,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Eubaphe medea,"(Druce, 1885)",BOLD:ACE9307,,1,,,,,,
2584,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Eudulophasia invaria,"(Walker, 1854)",BOLD:AAF1708,,1,,,,,,
2585,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Pseudomennis bipennis,"(Walker, 1854)",BOLD:AAD7727,,1,,,,,,
2591,91,91,GEOMETROIDEA,Geometridae,Larentiinae,Pseudosauris minnipenna,"(Dyar, 1914)",n.a.,,,,Dyar (1914),,,,1
2592,91,91,GEOMETROIDEA,Geometridae,Oenochrominae,Ergavia merops,,,,,1,,,,1,
2593,91,91,GEOMETROIDEA,Geometridae,Oenochrominae,Ergavia carinenta,"(Cramer, 1777)",BOLD:ACC9669,,1,,,,,,
2595,91,91,GEOMETROIDEA,Geometridae,Oenochrominae,Macrotes commatica,"Prout, 1916",BOLD:AEN5241,,1,,,,,,
2596,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Cyclophora albipunctata,,,,,1,,,,1,
2597,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Cyclophora griseomixta,,,,,1,,,,1,
2598,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Anisodes ruficosta,"Warren, 1905",n.a.,,,,Dyar (1914),,,,1
2599,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Cyclophora dispergaria,"(Möschler, 1882)",n.a.,,,,Dyar (1914),,,,1
2600,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Cyclophora insigniata,"(Warren, 1900)",BOLD:AAJ7041,,1,,,,,,
2601,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Cyclophora melitia,"(Druce, 1892)",BOLD:AAA0635,,1,,,,,,
2610,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Cyclophora urcearia,"(Guenée, [1858])",BOLD:AAL5808,,1,,,,,,
2611,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Dithecodes distracta,"(Walker, 1861)",n.a.,,,,Dyar (1914),,,,1
2612,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Pleuroprucha insulsaria,"(Guenée, 1857)",n.a.,,,,Dyar (1914),,,,1
2613,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Pleuroprucha rudimentaria,"(Guenée, [1858])",BOLD:AAB9655,,1,,Dyar (1914),,,,1
2620,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus nisa,,,,,1,,,,1,
2621,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Hemipterodes divaricata,"(Warren, 1897)",n.a.,,,,Dyar (1914),,,,1
2622,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Hemipterodes rotundata,"Dognin, 1911",BOLD:AAA0872,,1,,,,1,1,
2623,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus ambagifera,"(Warren, 1897)",BOLD:AAN5609,,1,,,,,,
2624,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus caecaria,"(Hübner, 1825)",n.a.,,,,Dyar (1914),,,,1
2625,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus caparonensis,"Prout, 1938",BOLD:AAL5861,,1,,,,,,
2626,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus cervina,"(Warren, 1906)",n.a.,,,,Dyar (1914),,,,1
2627,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus exquisitata,"(Möschler, 1882)",n.a.,,,1,Dyar (1914),,1,1,1
2628,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus fulvescens,"(Warren, 1906)",BOLD:AAE1546,,1,,,,1,1,
2629,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus illimitata,"(Warren, 1900)",n.a.,,,1,Dyar (1914),,,1,1
2630,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus indignaria,"(Guenée, [1858])",n.a.,,,,Dyar (1914),,,,1
2631,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus miniata,"(Druce, 1899)",BOLD:AAD8745,,1,,,,,1,
2632,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus naltona,"(Schaus, 1901)",n.a.,,,,Dyar (1914),,,,1
2633,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus peplumaria,"(Schaus, 1912)",BOLD:AAF5033,,1,,,,,1,
2634,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Semaeopus semibrunnea,"Warren, 1906",n.a.,,,,Dyar (1914),,,,1
2658,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Smicropus ochra,"(Druce, 1899)",BOLD:ACC8244,,1,,,,,,
2659,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Haemalea macoaria,"Schaus, 1913",n.a.,,,,Dyar (1914),,,,1
2660,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Ametris nitocris,"(Cramer, [1780])",BOLD:ABY5737,,1,,,,,,
2661,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Tricentra benevisio,,,,,1,,,,1,
2663,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Tricentra vinosata,,,,,1,,,,1,
2664,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Tricentra euriopis,"(Dyar, 1914)",n.a.,,,1,Dyar (1914),,1,1,1
2665,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Tricentra gavisata,"(Walker, [1863])",n.a.,,,,Dyar (1914),,,,1
2666,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Tricentra quadrigata,"(Felder & Rogenhofer, 1875)",BOLD:ACC9565,,1,,,,,,
2672,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Leptostales angulata,,,,,1,,,,1,
2673,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Leptostales catagompha,"(Dyar, 1913)",n.a.,,,,Dyar (1914),,,,1
2674,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Leptostales concoloraria,"(Dognin, 1890)",n.a.,,,,Dyar (1914),,,,1
2675,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Leptostales delila,"(Schaus, 1912)",n.a.,,,,Dyar (1914),,,,1
2676,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Leptostales ignifera,"(Warren, 1906)",n.a.,,,,Dyar (1914),,,,1
2677,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Leptostales ptyctographa,"(Dyar, 1913)",n.a.,,,,Dyar (1914),,,,1
2678,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Leptostales pulida,"(Dognin, 1893)",n.a.,,,,Dyar (1914),,,,1
2679,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Leptostales rivularia,"(Dyar, 1914)",n.a.,,,,Dyar (1914),,,,1
2680,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Leptostales subrubella,"(Warren, 1906)",n.a.,,,,Dyar (1914),,,,1
2681,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Scopula asopiata,"(Guenée, [1858])",n.a.,,,,Dyar (1914),,,,1
2682,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Scopula eburneata,"(Guenée, [1858])",n.a.,,,1,,,1,,
2683,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Scopula subquadrata,"(Guenée, [1858])",n.a.,,,,Dyar (1914),,,,1
2684,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Scopula umbilicata,"(Fabricius, 1794)",n.a.,,,,Dyar (1914),,,,1
2685,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea fervens,,,,,1,,,1,1,
2686,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Lobocleta subcincta,,,,,1,,,1,,
2687,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Euacidalia orbelia,"(Druce, 1893)",n.a.,,,,Dyar (1914),,,,1
2688,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea adipata,"(Schaus, 1913)",n.a.,,,,Dyar (1914),,,,1
2689,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea balmata,"(Dyar, 1914)",n.a.,,,1,Dyar (1914),,1,,1
2690,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea cedrica,"(Dyar, 1914)",n.a.,,,,Dyar (1914),,,,1
2691,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea clothula,"(Dyar, 1914)",n.a.,,,,Dyar (1914),,,,1
2692,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea conifer,"(Warren, 1906)",n.a.,,,,Dyar (1914),,,,1
2693,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea falcifera,"(Prout, 1932)",n.a.,,,,Dyar (1914),,,,1
2694,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea finita,"(Warren, 1906)",n.a.,,,,Dyar (1914),,,,1
2695,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea flavicosta,"(Dognin, 1914)",n.a.,,,1,,,1,1,
2696,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea gemma,"(Schaus, 1901)",n.a.,,,,Dyar (1914),,,,1
2697,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea gospera,"(Dyar, 1914)",n.a.,,,,Dyar (1914),,,,1
2698,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea helleria,"(Schaus, 1913)",n.a.,,,,Dyar (1914),,,,1
2699,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea horrifica,"(Warren, 1906)",n.a.,,,,Dyar (1914),,,,1
2700,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea lanceolescens,"Dyar, 1914",n.a.,,,,Dyar (1914),,,,1
2701,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea onca,"(Druce, 1892)",n.a.,,,,Dyar (1914),,,,1
2702,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea paulesca,"(Dyar, 1914)",n.a.,,,,Dyar (1914),,,,1
2703,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea quadrirubrata,"(Warren, 1897)",n.a.,,,,Dyar (1914),,,,1
2704,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea rectifaciens,"(Dyar, 1914)",n.a.,,,,Dyar (1914),,,,1
2705,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea rosinaria,"(Schaus, 1913)",n.a.,,,,Dyar (1914),,,,1
2706,91,91,GEOMETROIDEA,Geometridae,Sterrhinae,Idaea sincerio,"(Dyar, 1914)",n.a.,,,,Dyar (1914),,,,1
